,Gene1,Gene2,ReversalRatio,ImportanceScore
18168,IFI6,ASCL2,0.580952380952381,0.7931034482758621
18169,PGAP2,TSPAN33,0.580952380952381,0.7931034482758621
18170,TCTN1,STBD1,0.580952380952381,0.7931034482758621
18171,PCOLCE2,BEST1,0.580952380952381,0.7931034482758621
18172,MIR34A,TSPAN1,0.580952380952381,0.7931034482758621
18173,PCMT1,PPP1R1A,0.580952380952381,0.7931034482758621
18174,GOLGA8B,CLTRN,0.580952380952381,0.7931034482758621
18175,DCLK1,FAR2,0.580952380952381,0.7931034482758621
18176,ALDOB,PHF20L1,0.580952380952381,0.7931034482758621
18177,CHN1,FAF2,0.580952380952381,0.7931034482758621
18178,TMEM59L,PNMA8B,0.580952380952381,0.7931034482758621
18179,TMEM59L,ALKBH4,0.580952380952381,0.7931034482758621
18180,MIR3916,RASSF10,0.580952380952381,0.7931034482758621
18181,ALDOB,MCC,0.580952380952381,0.7931034482758621
18182,KANSL1L-AS1,RASSF10,0.580952380952381,0.7931034482758621
18183,PRIMA1,PLAC8L1,0.580952380952381,0.7931034482758621
18184,LPGAT1,ARG2,0.580952380952381,0.7931034482758621
18185,ZNF276,HCN4,0.580952380952381,0.7931034482758621
18186,ALDOB,MOB3A,0.580952380952381,0.7931034482758621
18187,PCOLCE2,EMSLR,0.580952380952381,0.7931034482758621
18188,FECH,ASCL2,0.580952380952381,0.7931034482758621
18189,PLD6,LOC101929550,0.580952380952381,0.7931034482758621
18190,ALDOB,KSR1,0.580952380952381,0.7931034482758621
18191,ANXA4,ARG2,0.580952380952381,0.7931034482758621
18192,DCLK1,MIOX,0.580952380952381,0.7931034482758621
18193,PRIMA1,MIR6872,0.580952380952381,0.7931034482758621
18194,MAN2A1,SIPA1L2,0.580952380952381,0.7931034482758621
18195,PCOLCE2,GAGE12J,0.580952380952381,0.7931034482758621
18196,TCERG1,LOC101929550,0.580952380952381,0.7931034482758621
18197,PCOLCE2,GAGE12B,0.580952380952381,0.7931034482758621
18198,TXNDC15,MRPL49,0.580952380952381,0.7931034482758621
18199,LOC100134317,DZIP1L,0.580952380952381,0.7931034482758621
18200,ZNF117,ARL16,0.580952380952381,0.7931034482758621
18201,HHIP-AS1,GLRA1,0.580952380952381,0.7931034482758621
18202,KLRD1,RASSF10,0.580952380952381,0.7931034482758621
18203,STARD7-AS1,SLC2A2,0.580952380952381,0.7931034482758621
18204,ALDOB,ETFB,0.580952380952381,0.7931034482758621
18205,ADAMTS17,LGALS9,0.580952380952381,0.7931034482758621
18206,TGFB3,SLC2A2,0.580952380952381,0.7931034482758621
18207,SMPDL3B,FFAR3,0.580952380952381,0.7931034482758621
18208,BMS1,TMEM37,0.580952380952381,0.7931034482758621
18209,PRIMA1,STON1,0.580952380952381,0.7931034482758621
18210,PAK5,HCN4,0.580952380952381,0.7931034482758621
18211,SMPDL3B,GPR42,0.580952380952381,0.7931034482758621
18212,LINC01527,RASSF10,0.580952380952381,0.7931034482758621
18213,RNF185,TMEM37,0.580952380952381,0.7931034482758621
18214,PCOLCE2,KRTAP10-11,0.580952380952381,0.7931034482758621
18215,SLC44A4,HCN4,0.580952380952381,0.7931034482758621
18216,CENPJ,ASCL2,0.580952380952381,0.7931034482758621
18217,CLOCK,EPB41L1,0.580952380952381,0.7931034482758621
18218,CROT,ASCL2,0.580952380952381,0.7931034482758621
18219,ADAMTS17,ARL9,0.580952380952381,0.7931034482758621
18220,PCOLCE2,GAGE12C,0.580952380952381,0.7931034482758621
18221,DKK3,MESD,0.580952380952381,0.7931034482758621
18222,SLC26A4,ZNF264,0.580952380952381,0.7931034482758621
18223,PCOLCE2,GAGE2D,0.580952380952381,0.7931034482758621
18224,CCDC9B,COMMD5P1,0.580952380952381,0.7931034482758621
18225,CYP39A1,ZMAT4,0.580952380952381,0.7931034482758621
18226,CHN1,NDUFAB1,0.580952380952381,0.7931034482758621
18227,ATPSCKMT,HS6ST2,0.580952380952381,0.7931034482758621
18228,PCOLCE2,FAM222A-AS1,0.580952380952381,0.7931034482758621
18229,GALNT3,ZNF236,0.580952380952381,0.7931034482758621
18230,PRIMA1,ACMSD,0.580952380952381,0.7931034482758621
18231,ALDOB,PGAP4,0.580952380952381,0.7931034482758621
18232,PCOLCE2,GPR150,0.580952380952381,0.7931034482758621
18233,SLC26A4,ALG3,0.580952380952381,0.7931034482758621
18234,ITPRID2,ARG2,0.580952380952381,0.7931034482758621
18235,PCOLCE2,GLRA1,0.580952380952381,0.7931034482758621
18236,PRIMA1,ARRDC1-AS1,0.580952380952381,0.7931034482758621
18237,ALDOB,ZFYVE21,0.580952380952381,0.7931034482758621
18238,RHBDF2,ACRBP,0.580952380952381,0.7931034482758621
18239,ADAMTS17,ADD2,0.580952380952381,0.7931034482758621
18240,PCOLCE2,PMEL,0.580952380952381,0.7931034482758621
18241,ELFN1,SELPLG,0.580952380952381,0.7931034482758621
18242,ALDOB,SUN2,0.580952380952381,0.7931034482758621
18243,PCOLCE2,MIR646HG,0.580952380952381,0.7931034482758621
18244,ELFN1,LINC00595,0.580952380952381,0.7931034482758621
18245,HOOK3,RASGRP1,0.580952380952381,0.7931034482758621
18246,PCOLCE2,CDCA5,0.580952380952381,0.7931034482758621
18247,PHOSPHO2,SLC2A2,0.580952380952381,0.7931034482758621
18248,CYFIP2,G6PC2,0.580952380952381,0.7931034482758621
18249,DKK3,NIPA1,0.580952380952381,0.7931034482758621
18250,MSN,SIX2,0.580952380952381,0.7931034482758621
18251,ADAMTS17,CORO7,0.580952380952381,0.7931034482758621
18252,C3orf18,SLC2A2,0.580952380952381,0.7931034482758621
18253,ALDOB,CALCOCO1,0.580952380952381,0.7931034482758621
18254,SLC16A7,ZNF136,0.580952380952381,0.7931034482758621
18255,PCOLCE2,CYP17A1,0.580952380952381,0.7931034482758621
18256,SLC26A4,DR1,0.580952380952381,0.7931034482758621
18257,NDOR1,UNC5D,0.580952380952381,0.7931034482758621
18258,MLPH,SGK2,0.580952380952381,0.7931034482758621
18259,ALDOB,MTRF1L,0.580952380952381,0.7931034482758621
18260,KIR2DS3,RASSF10,0.580952380952381,0.7931034482758621
18261,CSRNP3,TMEM37,0.580952380952381,0.7931034482758621
18262,ADAMTS17,LINC00472,0.580952380952381,0.7931034482758621
18263,ZSCAN1,RASSF10,0.580952380952381,0.7931034482758621
18264,LAMP3,MCM2,0.580952380952381,0.7931034482758621
18265,PCOLCE2,LEP,0.580952380952381,0.7931034482758621
18266,TAS2R3,RASSF10,0.580952380952381,0.7931034482758621
18267,GPR155,SLC2A2,0.580952380952381,0.7931034482758621
18268,SLC26A4,INTS9,0.580952380952381,0.7931034482758621
18269,KCNAB2,BEND6,0.580952380952381,0.7931034482758621
18270,REEP1,C7orf25,0.580952380952381,0.7931034482758621
18271,PCOLCE2,LGALS7B,0.580952380952381,0.7931034482758621
18272,ADAMTS17,CEP135,0.580952380952381,0.7931034482758621
18273,HTRA2,HS6ST2,0.580952380952381,0.7931034482758621
18274,PARL,RRAGD,0.580952380952381,0.7931034482758621
18275,SYF2,LOC101929550,0.580952380952381,0.7931034482758621
18276,DKK3,MAP9,0.580952380952381,0.7931034482758621
18277,DKK3,MTMR4,0.580952380952381,0.7931034482758621
18278,RASGRF2,ASCL2,0.580952380952381,0.7931034482758621
18279,ANKS6,PDRG1,0.580952380952381,0.7931034482758621
18280,SLPI,NLE1,0.580952380952381,0.7931034482758621
18281,DGKA,C3orf70,0.580952380952381,0.7931034482758621
18282,IGLL3P,FTCD,0.580952380952381,0.7931034482758621
18283,DIO2,TBXAS1,0.580952380952381,0.7931034482758621
18284,PCOLCE2,ZNF473CR,0.580952380952381,0.7931034482758621
18285,DUSP6,MAK16,0.580952380952381,0.7931034482758621
18286,TONSL-AS1,SCRT1,0.580952380952381,0.7931034482758621
18287,DNAJB13,RASSF10,0.580952380952381,0.7931034482758621
18288,FDPS,PPP1R1A,0.580952380952381,0.7931034482758621
18289,DCLRE1B,GRIN2D,0.580952380952381,0.7931034482758621
18290,LAMP3,PRKCD,0.580952380952381,0.7931034482758621
18291,DGKA,SLC2A2,0.580952380952381,0.7931034482758621
18292,DGKA,FTCD,0.580952380952381,0.7931034482758621
18293,S1PR1-DT,GABRA2,0.580952380952381,0.7931034482758621
18294,PCOLCE2,NINJ2,0.580952380952381,0.7931034482758621
18295,PRIMA1,SLC22A18,0.580952380952381,0.7931034482758621
18296,DEPDC7,RASSF10,0.580952380952381,0.7931034482758621
18297,MAPK10-AS1,RASSF10,0.580952380952381,0.7931034482758621
18298,MYL5,CLN6,0.580952380952381,0.7931034482758621
18299,CHD2,SLC4A7,0.580952380952381,0.7931034482758621
18300,DKK3,CNOT1,0.580952380952381,0.7931034482758621
18301,SLC26A4,NPM3,0.580952380952381,0.7931034482758621
18302,LRRTM2,ATP6V1E2,0.580952380952381,0.7931034482758621
18303,ALDOB,GPSM1,0.580952380952381,0.7931034482758621
18304,FAM200C,TMEM37,0.580952380952381,0.7931034482758621
18305,CLDN11,GRIN2D,0.580952380952381,0.7931034482758621
18306,KTI12,SLC2A2,0.580952380952381,0.7931034482758621
18307,SHC2,HHATL,0.580952380952381,0.7931034482758621
18308,PPM1H,CLTRN,0.580952380952381,0.7931034482758621
18309,FYCO1,LYRM2,0.580952380952381,0.7931034482758621
18310,ARID4B,PPP1R1A,0.580952380952381,0.7931034482758621
18311,ALDOB,SYS1-DBNDD2,0.580952380952381,0.7931034482758621
18312,PCOLCE2,GHRLOS,0.580952380952381,0.7931034482758621
18313,PPP1R2,CLTRN,0.580952380952381,0.7931034482758621
18314,VARS2,RBM15B,0.580952380952381,0.7931034482758621
18315,PRIMA1,CCL21,0.580952380952381,0.7931034482758621
18316,GALNT7,MEIS3P1,0.580952380952381,0.7931034482758621
18317,BICD1,MACROD2,0.580952380952381,0.7931034482758621
18318,PCOLCE2,GAGE12D,0.580952380952381,0.7931034482758621
18319,ADAMTS17,CENPN,0.580952380952381,0.7931034482758621
18320,ALDOB,PIP4K2B,0.580952380952381,0.7931034482758621
18321,PRIMA1,TMEM198,0.580952380952381,0.7931034482758621
18322,SPATS2,CLTRN,0.580952380952381,0.7931034482758621
18323,PCOLCE2,GAGE8,0.580952380952381,0.7931034482758621
18324,RBM47,LOC101929550,0.580952380952381,0.7931034482758621
18325,PAK3,CNP,0.580952380952381,0.7931034482758621
18326,AATK,NKX6-1,0.580952380952381,0.7931034482758621
18327,PCOLCE2,GAGE12F,0.580952380952381,0.7931034482758621
18328,MYH9,ASCL2,0.580952380952381,0.7931034482758621
18329,HNRNPUL2,ARG2,0.580952380952381,0.7931034482758621
18330,MLPH,CTNS,0.580952380952381,0.7931034482758621
18331,ASCC3,HS6ST2,0.580952380952381,0.7931034482758621
18332,DDX18,LOC101929550,0.580952380952381,0.7931034482758621
18333,LINC01904,GABRA2,0.580952380952381,0.7931034482758621
18334,UFM1,TGFBR3,0.580952380952381,0.7931034482758621
18335,SPTLC3,HCN4,0.580952380952381,0.7931034482758621
18336,MRPL15,HS6ST2,0.580952380952381,0.7931034482758621
18337,SLC26A4,ACTMAP,0.580952380952381,0.7931034482758621
18338,CCDC9B,ZNF250,0.580952380952381,0.7931034482758621
18339,PCOLCE2,LOC644634,0.580952380952381,0.7931034482758621
18340,KLRF1,GABRA2,0.580952380952381,0.7931034482758621
18341,TRIR,LOC101929550,0.580952380952381,0.7931034482758621
18342,SPAG16,LOC101929550,0.580952380952381,0.7931034482758621
18343,PBXIP1,PHC3,0.580952380952381,0.7931034482758621
18344,CD55,TTC7B,0.580952380952381,0.7931034482758621
18345,ASCL5,MIOX,0.580952380952381,0.7931034482758621
18346,ALDOB,ADCY7,0.580952380952381,0.7931034482758621
18347,AS3MT,STAG3L4,0.580952380952381,0.7931034482758621
18348,WNT5B,MIOX,0.580952380952381,0.7931034482758621
18349,PRIMA1,POU2F2,0.580952380952381,0.7931034482758621
18350,PCOLCE2,MADCAM1,0.580952380952381,0.7931034482758621
18351,P2RY1,SLC2A2,0.580952380952381,0.7931034482758621
18352,ELFN1,SLC23A3,0.580952380952381,0.7931034482758621
18353,PRIMA1,CFAP90,0.580952380952381,0.7931034482758621
18354,LACTB,SLC2A2,0.580952380952381,0.7931034482758621
18355,PCOLCE2,LINC02012,0.580952380952381,0.7931034482758621
18356,ALDOB,SYS1,0.580952380952381,0.7931034482758621
18357,ALDOB,ZNF641,0.580952380952381,0.7931034482758621
18358,PRIMA1,ABI3,0.580952380952381,0.7931034482758621
18359,SLC16A7,MIR7111,0.580952380952381,0.7931034482758621
18360,DEPDC5,LOC101929550,0.580952380952381,0.7931034482758621
18361,LRRTM2,TRIM61,0.580952380952381,0.7931034482758621
18362,TFAP2D,RASSF10,0.580952380952381,0.7931034482758621
18363,ALDOB,DBNDD2,0.580952380952381,0.7931034482758621
18364,PLOD1,SLC2A2,0.580952380952381,0.7931034482758621
18365,PRIMA1,MAGEE2,0.580952380952381,0.7931034482758621
18366,GALNT7,PDE8B,0.580952380952381,0.7931034482758621
18367,ELFN1,NHEJ1,0.580952380952381,0.7931034482758621
18368,CTH,TAFA4,0.580952380952381,0.7931034482758621
18369,REEP1,APTR,0.580952380952381,0.7931034482758621
18370,ADAMTS17,SIX5,0.580952380952381,0.7931034482758621
18371,SPATA18,MRPS18C,0.580952380952381,0.7931034482758621
18372,BNIP1,SLC2A2,0.580952380952381,0.7931034482758621
18373,ALDOB,CYB561D1,0.580952380952381,0.7931034482758621
18374,ELFN1,MIDEAS-AS1,0.580952380952381,0.7931034482758621
18375,SPATA18,RNF227,0.580952380952381,0.7931034482758621
18376,HNRNPD-DT,CYS1,0.580952380952381,0.7931034482758621
18377,PCOLCE2,LINC02901,0.580952380952381,0.7931034482758621
18378,ADAMTS17,SORCS2,0.580952380952381,0.7931034482758621
18379,ALDOB,ZNF445,0.580952380952381,0.7931034482758621
18380,ZNRF2,CHL1,0.580952380952381,0.7931034482758621
18381,ADAMTS17,PLIN5,0.580952380952381,0.7931034482758621
18382,MED12,CHL1,0.580952380952381,0.7931034482758621
18383,MORC4,RIDA,0.580952380952381,0.7931034482758621
18384,ZNF800,SLC2A2,0.580952380952381,0.7931034482758621
18385,PTGDR2,TMEM37,0.580952380952381,0.7931034482758621
18386,RCN2,SYNJ1,0.580952380952381,0.7931034482758621
18387,MLPH,C8orf58,0.580952380952381,0.7931034482758621
18388,MLPH,DGKD,0.580952380952381,0.7931034482758621
18389,PPP2R1B,LRRC8D,0.580952380952381,0.7931034482758621
18390,MLPH,C1orf127,0.580952380952381,0.7931034482758621
18391,AGPS,TMEM37,0.580952380952381,0.7931034482758621
18392,ZNF691,SLC2A2,0.580952380952381,0.7931034482758621
18393,C11orf71,CHL1,0.580952380952381,0.7931034482758621
18394,FGF2,TAFA4,0.580952380952381,0.7931034482758621
18395,ALDOB,TFCP2L1,0.580952380952381,0.7931034482758621
18396,IRF8,ABCC4,0.580952380952381,0.7931034482758621
18397,GNPAT,NDUFS4,0.580952380952381,0.7931034482758621
18398,DKK3,PLP2,0.580952380952381,0.7931034482758621
18399,IRF8,XYLT1,0.5833333333333334,0.7931034482758621
18400,SUSD2,MIOX,0.5833333333333334,0.7931034482758621
18401,FAIM2,LINC00900,0.5833333333333334,0.7931034482758621
18402,CNN2,HS6ST2,0.5833333333333334,0.7931034482758621
18403,ZFYVE21,STBD1,0.5833333333333334,0.7931034482758621
18404,EBLN3P,SLC16A9,0.5833333333333334,0.7931034482758621
18405,CFLAR,CYS1,0.5833333333333334,0.7931034482758621
18406,COL20A1,MIOX,0.5833333333333334,0.7931034482758621
18407,CFLAR,ASCL2,0.5833333333333334,0.7931034482758621
18408,EBLN3P,CLTRN,0.5833333333333334,0.7931034482758621
18409,HARBI1,NTN1,0.5833333333333334,0.7931034482758621
18410,GALNT3,KAT14,0.5833333333333334,0.7931034482758621
18411,ZNF254,SLC2A2,0.5833333333333334,0.7931034482758621
18412,APAF1,ASCL2,0.5833333333333334,0.7931034482758621
18413,PCOLCE2,RBPMS-AS1,0.5833333333333334,0.7931034482758621
18414,SAMD5,TCP1,0.5833333333333334,0.7931034482758621
18415,INHA,HPDL,0.5833333333333334,0.7931034482758621
18416,ELFN1,TCF7L1,0.5833333333333334,0.7931034482758621
18417,DNAH5,LOC101929550,0.5833333333333334,0.7931034482758621
18418,ADAM23,MIR3180-3,0.5833333333333334,0.7931034482758621
18419,ADAM23,CALB2,0.5833333333333334,0.7931034482758621
18420,FAIM2,MPP3,0.5833333333333334,0.7931034482758621
18421,ELFN1,SPNS2,0.5833333333333334,0.7931034482758621
18422,PBXIP1,TCEAL4,0.5833333333333334,0.7931034482758621
18423,ASIC1,CTNNA3,0.5833333333333334,0.7931034482758621
18424,ARRB1,ABCC6P2,0.5833333333333334,0.7931034482758621
18425,GIPR,ARG2,0.5833333333333334,0.7931034482758621
18426,ZNF318,RPS10-NUDT3,0.5833333333333334,0.7931034482758621
18427,CAPN3,CHL1,0.5833333333333334,0.7931034482758621
18428,ZNF710,ZNF16,0.5833333333333334,0.7931034482758621
18429,PCOLCE2,C2CD4C,0.5833333333333334,0.7931034482758621
18430,TOGARAM2,WSCD2,0.5833333333333334,0.7931034482758621
18431,PCOLCE2,PDE6B,0.5833333333333334,0.7931034482758621
18432,PBXIP1,NDUFA9,0.5833333333333334,0.7931034482758621
18433,ERN1,NECTIN3,0.5833333333333334,0.7931034482758621
18434,ZFYVE21,FAM47E-STBD1,0.5833333333333334,0.7931034482758621
18435,GRIK4,RASSF10,0.5833333333333334,0.7931034482758621
18436,TCIM,HS6ST2,0.5833333333333334,0.7931034482758621
18437,PRIMA1,EDA,0.5833333333333334,0.7931034482758621
18438,PRIMA1,ANKDD1A,0.5833333333333334,0.7931034482758621
18439,CDCA5,MIOX,0.5833333333333334,0.7931034482758621
18440,ANKDD1A,TAFA4,0.5833333333333334,0.7931034482758621
18441,TMEM272,HCN4,0.5833333333333334,0.7931034482758621
18442,PCOLCE2,PNCK,0.5833333333333334,0.7931034482758621
18443,ADAM23,MIR3180-1,0.5833333333333334,0.7931034482758621
18444,ADAMTS17,RHOF,0.5833333333333334,0.7931034482758621
18445,DKK3,SRPRB,0.5833333333333334,0.7931034482758621
18446,IRF8,CENPO,0.5833333333333334,0.7931034482758621
18447,ONECUT2,UTP14A,0.5833333333333334,0.7931034482758621
18448,ALDOB,PCGF1,0.5833333333333334,0.7931034482758621
18449,ADAMTS17,TMEM272,0.5833333333333334,0.7931034482758621
18450,GALNT3,PET117,0.5833333333333334,0.7931034482758621
18451,ALDOB,KATNBL1,0.5833333333333334,0.7931034482758621
18452,FAIM2,DGAT2,0.5833333333333334,0.7931034482758621
18453,DCLK1,WDR11-DT,0.5833333333333334,0.7931034482758621
18454,CACNG1,MIOX,0.5833333333333334,0.7931034482758621
18455,ADAMTS17,LRRC8C,0.5833333333333334,0.7931034482758621
18456,DIO2,ZNF124,0.5833333333333334,0.7931034482758621
18457,MYSM1,LOC101929550,0.5833333333333334,0.7931034482758621
18458,PBXIP1,EI24,0.5833333333333334,0.7931034482758621
18459,BAALC,TAFA4,0.5833333333333334,0.7931034482758621
18460,RBM41,NTN1,0.5833333333333334,0.7931034482758621
18461,OIP5-AS1,CLTRN,0.5833333333333334,0.7931034482758621
18462,SLC19A3,GABRA2,0.5833333333333334,0.7931034482758621
18463,AIMP2,PPP1R1A,0.5833333333333334,0.7931034482758621
18464,DTD1-AS1,RASSF10,0.5833333333333334,0.7931034482758621
18465,PRIMA1,CEMP1,0.5833333333333334,0.7931034482758621
18466,SLC26A4,SLC39A13,0.5833333333333334,0.7931034482758621
18467,IRF8,TAF12,0.5833333333333334,0.7931034482758621
18468,PCOLCE2,FAM3D,0.5833333333333334,0.7931034482758621
18469,ANKRD20A12P,MYZAP,0.5833333333333334,0.7931034482758621
18470,PRIMA1,CPNE2,0.5833333333333334,0.7931034482758621
18471,MYSM1,TMEM150C,0.5833333333333334,0.7931034482758621
18472,LINC03123,RASSF10,0.5833333333333334,0.7931034482758621
18473,LOC100996385,MIOX,0.5833333333333334,0.7931034482758621
18474,FAIM2,RPGRIP1L,0.5833333333333334,0.7931034482758621
18475,SLC26A4,SLC5A6,0.5833333333333334,0.7931034482758621
18476,CLIP1-AS1,MIOX,0.5833333333333334,0.7931034482758621
18477,DKK3,PWWP3A,0.5833333333333334,0.7931034482758621
18478,P2RY6,GRIN2D,0.5833333333333334,0.7931034482758621
18479,PAX9,RASSF10,0.5833333333333334,0.7931034482758621
18480,ALDOB,NHSL1,0.5833333333333334,0.7931034482758621
18481,ZFYVE21,FAM47E,0.5833333333333334,0.7931034482758621
18482,DBIL5P,GRIN2D,0.5833333333333334,0.7931034482758621
18483,PRIMA1,SCAF1,0.5833333333333334,0.7931034482758621
18484,ARRB1,ABCC6P1,0.5833333333333334,0.7931034482758621
18485,ARRB1,ABCC6,0.5833333333333334,0.7931034482758621
18486,TREML5P,RASSF10,0.5833333333333334,0.7931034482758621
18487,RPS27L,DHRS7,0.5833333333333334,0.7931034482758621
18488,RETREG2,PPP1R1A,0.5833333333333334,0.7931034482758621
18489,PIGM,ASCL2,0.5833333333333334,0.7931034482758621
18490,CYP2C8,ASCL2,0.5833333333333334,0.7931034482758621
18491,MYO5A,LOC101929550,0.5833333333333334,0.7931034482758621
18492,ADAMTS17,RAX2,0.5833333333333334,0.7931034482758621
18493,RYR2,HARBI1,0.5833333333333334,0.7931034482758621
18494,ADAMTS17,SCLT1,0.5833333333333334,0.7931034482758621
18495,ADAMTS17,INPP5K,0.5833333333333334,0.7931034482758621
18496,ELFN1,AFAP1,0.5833333333333334,0.7931034482758621
18497,RAPGEF4,HS6ST2,0.5833333333333334,0.7931034482758621
18498,ALDOB,AGAP7P,0.5833333333333334,0.7931034482758621
18499,PRIMA1,CRISPLD1,0.5833333333333334,0.7931034482758621
18500,MISFA,KIF4A,0.5833333333333334,0.7931034482758621
18501,GOLGA6B,RASSF10,0.5833333333333334,0.7931034482758621
18502,GOLGA6A,RASSF10,0.5833333333333334,0.7931034482758621
18503,NUMBL,DIAPH2,0.5833333333333334,0.7931034482758621
18504,GOLGA6C,RASSF10,0.5833333333333334,0.7931034482758621
18505,PCOLCE2,KLK15,0.5833333333333334,0.7931034482758621
18506,PCOLCE2,CNGB1,0.5833333333333334,0.7931034482758621
18507,DKK3,TNRC6A,0.5833333333333334,0.7931034482758621
18508,ELFN1,GIMAP2,0.5833333333333334,0.7931034482758621
18509,ALDOB,AGAP6,0.5833333333333334,0.7931034482758621
18510,EEA1,HHATL,0.5833333333333334,0.7931034482758621
18511,SWINGN,GABRA2,0.5833333333333334,0.7931034482758621
18512,TP53BP2,ASCL2,0.5833333333333334,0.7931034482758621
18513,STK4,TMEM37,0.5833333333333334,0.7931034482758621
18514,ANKS6,CYS1,0.5833333333333334,0.7931034482758621
18515,ALDOB,AGAP4,0.5833333333333334,0.7931034482758621
18516,ALDOB,ETNK1,0.5833333333333334,0.7931034482758621
18517,FAIM2,CX3CL1,0.5833333333333334,0.7931034482758621
18518,ABCB10,PTPN3,0.5833333333333334,0.7931034482758621
18519,ATP9B,CLTRN,0.5833333333333334,0.7931034482758621
18520,GAL,TSSK3,0.5833333333333334,0.7931034482758621
18521,CDKN1A,SNX9,0.5833333333333334,0.7931034482758621
18522,TMEM45B,MRO,0.5833333333333334,0.7931034482758621
18523,SLC26A4,ZNF251,0.5833333333333334,0.7931034482758621
18524,RIPPLY3,TAFA4,0.5833333333333334,0.7931034482758621
18525,ITIH5,CYS1,0.5833333333333334,0.7931034482758621
18526,PCOLCE2,BMS1P2,0.5833333333333334,0.7931034482758621
18527,SLC26A4,NRF1,0.5833333333333334,0.7931034482758621
18528,ALDOB,AGAP12P,0.5833333333333334,0.7931034482758621
18529,ADAMTS17,JMJD1C-AS1,0.5833333333333334,0.7931034482758621
18530,PDS5A,CLTRN,0.5833333333333334,0.7931034482758621
18531,CDKN1A,UCHL3,0.5833333333333334,0.7931034482758621
18532,FAM8A1,CLTRN,0.5833333333333334,0.7931034482758621
18533,NAGK,FAM47E,0.5833333333333334,0.7931034482758621
18534,NAGK,STBD1,0.5833333333333334,0.7931034482758621
18535,CXADR,TMEM37,0.5833333333333334,0.7931034482758621
18536,ELFN1,MYOZ1,0.5833333333333334,0.7931034482758621
18537,CCDC9B,CYB561D2,0.5833333333333334,0.7931034482758621
18538,ADAMTS17,TRIP6,0.5833333333333334,0.7931034482758621
18539,DPYSL3,PROCR,0.5833333333333334,0.7931034482758621
18540,APBB1IP,GRIN2D,0.5833333333333334,0.7931034482758621
18541,SIMC1P1,HCN4,0.5833333333333334,0.7931034482758621
18542,H3C4,TAFA4,0.5833333333333334,0.7931034482758621
18543,CTTN,LOC101929550,0.5833333333333334,0.7931034482758621
18544,PCOLCE2,SHISA4,0.5833333333333334,0.7931034482758621
18545,PBXIP1,TGFBR3,0.5833333333333334,0.7931034482758621
18546,PBXIP1,SRP72,0.5833333333333334,0.7931034482758621
18547,DDAH2,CYS1,0.5833333333333334,0.7931034482758621
18548,SGSM3,CHL1,0.5833333333333334,0.7931034482758621
18549,THRB,CHL1,0.5833333333333334,0.7931034482758621
18550,RLBP1,RASSF10,0.5833333333333334,0.7931034482758621
18551,DPYSL3,ASCL2,0.5833333333333334,0.7931034482758621
18552,CCDC9B,SIVA1,0.5833333333333334,0.7931034482758621
18553,CENATAC,RASGRP1,0.5833333333333334,0.7931034482758621
18554,NPAS3,HS6ST2,0.5833333333333334,0.7931034482758621
18555,ADAMTS17,ALKBH2,0.5833333333333334,0.7931034482758621
18556,ADAMTS17,EXOC3L2,0.5833333333333334,0.7931034482758621
18557,ADAM23,MIR3180-2,0.5833333333333334,0.7931034482758621
18558,DCLK1,RAD54L,0.5833333333333334,0.7931034482758621
18559,NAGK,FAM47E-STBD1,0.5833333333333334,0.7931034482758621
18560,PRDM13,GABRA2,0.5833333333333334,0.7931034482758621
18561,CCDC9B,DMAC2L,0.5833333333333334,0.7931034482758621
18562,FOXM1,HCN4,0.5833333333333334,0.7931034482758621
18563,ELFN1,MFNG,0.5833333333333334,0.7931034482758621
18564,ADAMTS17,LINC01770,0.5833333333333334,0.7931034482758621
18565,CH25H,PRLHR,0.5833333333333334,0.7931034482758621
18566,H2AC7,TAFA4,0.5833333333333334,0.7931034482758621
18567,CCDC9B,CC2D1B,0.5833333333333334,0.7931034482758621
18568,CXCL10,GABRA2,0.5833333333333334,0.7931034482758621
18569,PCOLCE2,NEU4,0.5833333333333334,0.7931034482758621
18570,C2orf88,CALB2,0.5833333333333334,0.7931034482758621
18571,IRF8,CORO1B,0.5833333333333334,0.7931034482758621
18572,SLC26A4,POLR2D,0.580952380952381,0.7931034482758621
18573,CEP290,ASCL2,0.580952380952381,0.7931034482758621
18574,PPP4R1L,MB21D2,0.580952380952381,0.7931034482758621
18575,DKK3,ARPC4,0.580952380952381,0.7931034482758621
18576,PCOLCE2,DDR1-DT,0.580952380952381,0.7931034482758621
18577,CHN1,SNRPD3,0.580952380952381,0.7931034482758621
18578,LOC284412,DZIP1L,0.580952380952381,0.7931034482758621
18579,DKK3,GRB14,0.580952380952381,0.7931034482758621
18580,ADAM23,LRRTM1,0.580952380952381,0.7931034482758621
18581,ADAMTS17,C16orf86,0.580952380952381,0.7931034482758621
18582,PRXL2C,AP1AR,0.580952380952381,0.7931034482758621
18583,CDH10,EFNA5,0.580952380952381,0.7931034482758621
18584,CEP290,CYS1,0.580952380952381,0.7931034482758621
18585,PHLDA1,HHATL,0.580952380952381,0.7931034482758621
18586,SPIN4,TMEM37,0.580952380952381,0.7931034482758621
18587,LYG2,GLRA1,0.580952380952381,0.7931034482758621
18588,ADAM23,LPP-AS2,0.580952380952381,0.7931034482758621
18589,ADAM23,DNAJB8,0.580952380952381,0.7931034482758621
